1 1 0 1 0 00000000000000000000000000000000 00000000000000000000000000000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU U
1 0 0 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101001100 00110111011110111111111111111111 1
1 0 0 0 0 11111111111111110000000000000000 11111111111111111111111111111111 00000000000000000000100101001100 00110111011110111111111111111111 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101010000 00000011100111001110000000100111 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100101010100 10101100001111000000000111100000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100101010100 10101100001111000000000111100000 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101011000 00111100000111001111111111111111 1
1 0 1 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101011100 00110111100111001111111111111111 1
1 0 0 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101011100 00110111100111001111111111111111 1
1 0 0 0 0 11111111111111110000000000000000 11111111111111111111111111111111 00000000000000000000100101011100 00110111100111001111111111111111 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101100000 00000011101111011110100000100111 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100101100100 10101100001111010000000111100100 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100101100100 10101100001111010000000111100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101101000 00111100000111011111111111111111 1
1 0 1 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101101100 00110111101111011111111111111111 1
1 0 0 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101101100 00110111101111011111111111111111 1
1 0 0 0 0 11111111111111110000000000000000 11111111111111111111111111111111 00000000000000000000100101101100 00110111101111011111111111111111 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101110000 00000011110111101111000000100111 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100101110100 10101100001111100000000111101000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100101110100 10101100001111100000000111101000 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100101111000 00111100000111101111111111111111 1
1 0 1 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101111100 00110111110111101111111111111111 1
1 0 0 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100101111100 00110111110111101111111111111111 1
1 0 0 0 0 11111111111111110000000000000000 11111111111111111111111111111111 00000000000000000000100101111100 00110111110111101111111111111111 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110000000 00000011111111111111100000100111 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100110000100 10101100001111110000000111101100 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100110000100 10101100001111110000000111101100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110001000 00111100000111111111111111111111 1
1 0 1 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100110001100 00110111111111111111111111111111 1
1 0 0 0 1 00000000000000001111111111111111 11111111111111111111111111111111 00000000000000000000100110001100 00110111111111111111111111111111 1
1 0 0 0 0 11111111111111110000000000000000 11111111111111111111111111111111 00000000000000000000100110001100 00110111111111111111111111111111 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110010000 00000000000000000000000000100100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100110010100 10101100001000000000000111110000 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110011000 00111100000000000000000000000000 1
1 0 1 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110011100 00110100000000000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110011100 00110100000000000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110100000 00000000000000000000000000100100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100110100100 10101100001000000000000111110100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000100110101000 00000011111111111111100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100110101100 10101100001111110000000111111000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100110101100 10101100001111110000000111111000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100110101100 10101100001111110000000111111000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100110110000 00111100000111110000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100110110100 00110111111111110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100110110100 00110111111111110000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100110110100 00110111111111110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110111000 00000011111111111111100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100110111000 00000011111111111111100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100110111100 10101100001111110000000111111100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100110111100 10101100001111110000000111111100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000100111000000 00000011110111101111000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111000100 10101100001111100000001000000000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111000100 10101100001111100000001000000000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111000100 10101100001111100000001000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111001000 00111100000111100000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111001100 00110111110111100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111001100 00110111110111100000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111001100 00110111110111100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100111010000 00000011110111101111000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100111010000 00000011110111101111000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100111010100 10101100001111100000001000000100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100111010100 10101100001111100000001000000100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000100111011000 00000011101111011110100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111011100 10101100001111010000001000001000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111011100 10101100001111010000001000001000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111011100 10101100001111010000001000001000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111100000 00111100000111010000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111100100 00110111101111010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111100100 00110111101111010000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111100100 00110111101111010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100111101000 00000011101111011110100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000100111101000 00000011101111011110100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100111101100 10101100001111010000001000001100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000100111101100 10101100001111010000001000001100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000100111110000 00000011100111001110000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111110100 10101100001111000000001000010000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111110100 10101100001111000000001000010000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000100111110100 10101100001111000000001000010000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111111000 00111100000111000000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111111100 00110111100111000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111111100 00110111100111000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000100111111100 00110111100111000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000000000 00000011100111001110000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000000000 00000011100111001110000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000000100 10101100001111000000001000010100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000000100 10101100001111000000001000010100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101000001000 00000011011110111101100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000001100 10101100001110110000001000011000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000001100 10101100001110110000001000011000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000001100 10101100001110110000001000011000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000010000 00111100000110110000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000010100 00110111011110110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000010100 00110111011110110000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000010100 00110111011110110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000011000 00000011011110111101100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000011000 00000011011110111101100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000011100 10101100001110110000001000011100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000011100 10101100001110110000001000011100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101000100000 00000011010110101101000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000100100 10101100001110100000001000100000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000100100 10101100001110100000001000100000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000100100 10101100001110100000001000100000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000101000 00111100000110100000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000101100 00110111010110100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000101100 00110111010110100000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101000101100 00110111010110100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000110000 00000011010110101101000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101000110000 00000011010110101101000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000110100 10101100001110100000001000100100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101000110100 10101100001110100000001000100100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101000111000 00000011001110011100100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000111100 10101100001110010000001000101000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000111100 10101100001110010000001000101000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101000111100 10101100001110010000001000101000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001000000 00111100000110010000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001000100 00110111001110010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001000100 00110111001110010000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001000100 00110111001110010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001001000 00000011001110011100100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001001000 00000011001110011100100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001001100 10101100001110010000001000101100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001001100 10101100001110010000001000101100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101001010000 00000011000110001100000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001010100 10101100001110000000001000110000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001010100 10101100001110000000001000110000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001010100 10101100001110000000001000110000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001011000 00111100000110000000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001011100 00110111000110000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001011100 00110111000110000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001011100 00110111000110000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001100000 00000011000110001100000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001100000 00000011000110001100000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001100100 10101100001110000000001000110100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001100100 10101100001110000000001000110100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101001101000 00000010111101111011100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001101100 10101100001101110000001000111000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001101100 10101100001101110000001000111000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101001101100 10101100001101110000001000111000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001110000 00111100000101110000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001110100 00110110111101110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001110100 00110110111101110000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101001110100 00110110111101110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001111000 00000010111101111011100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101001111000 00000010111101111011100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001111100 10101100001101110000001000111100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101001111100 10101100001101110000001000111100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101010000000 00000010110101101011000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010000100 10101100001101100000001001000000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010000100 10101100001101100000001001000000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010000100 10101100001101100000001001000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010001000 00111100000101100000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010001100 00110110110101100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010001100 00110110110101100000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010001100 00110110110101100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101010010000 00000010110101101011000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101010010000 00000010110101101011000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101010010100 10101100001101100000001001000100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101010010100 10101100001101100000001001000100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101010011000 00000010101101011010100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010011100 10101100001101010000001001001000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010011100 10101100001101010000001001001000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010011100 10101100001101010000001001001000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010100000 00111100000101010000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010100100 00110110101101010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010100100 00110110101101010000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010100100 00110110101101010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101010101000 00000010101101011010100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101010101000 00000010101101011010100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101010101100 10101100001101010000001001001100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101010101100 10101100001101010000001001001100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101010110000 00000010100101001010000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010110100 10101100001101000000001001010000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010110100 10101100001101000000001001010000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101010110100 10101100001101000000001001010000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010111000 00111100000101000000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010111100 00110110100101000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010111100 00110110100101000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101010111100 00110110100101000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011000000 00000010100101001010000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011000000 00000010100101001010000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011000100 10101100001101000000001001010100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011000100 10101100001101000000001001010100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101011001000 00000010011100111001100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011001100 10101100001100110000001001011000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011001100 10101100001100110000001001011000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011001100 10101100001100110000001001011000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011010000 00111100000100110000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011010100 00110110011100110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011010100 00110110011100110000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011010100 00110110011100110000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011011000 00000010011100111001100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011011000 00000010011100111001100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011011100 10101100001100110000001001011100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011011100 10101100001100110000001001011100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101011100000 00000010010100101001000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011100100 10101100001100100000001001100000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011100100 10101100001100100000001001100000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011100100 10101100001100100000001001100000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011101000 00111100000100100000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011101100 00110110010100100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011101100 00110110010100100000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101011101100 00110110010100100000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011110000 00000010010100101001000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101011110000 00000010010100101001000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011110100 10101100001100100000001001100100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101011110100 10101100001100100000001001100100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101011111000 00000010001100011000100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011111100 10101100001100010000001001101000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011111100 10101100001100010000001001101000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101011111100 10101100001100010000001001101000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100000000 00111100000100010000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100000100 00110110001100010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100000100 00110110001100010000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100000100 00110110001100010000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101100001000 00000010001100011000100000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101100001000 00000010001100011000100000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101100001100 10101100001100010000001001101100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101100001100 10101100001100010000001001101100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101100010000 00000010000100001000000000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101100010100 10101100001100000000001001110000 1
1 0 0 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101100010100 10101100001100000000001001110000 1
1 0 0 0 0 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101100010100 10101100001100000000001001110000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100011000 00111100000100000000000000000000 1
1 0 1 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100011100 00110110000100000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100011100 00110110000100000000000000000000 1
1 0 0 0 0 00000000000000000000000000000000 11111111111111111111111111111111 00000000000000000000101100011100 00110110000100000000000000000000 1
1 0 0 0 1 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101100100000 00000010000100001000000000100100 1
1 0 0 0 0 00000000000000000000000000000000 00000000000000000000000000000000 00000000000000000000101100100000 00000010000100001000000000100100 1
1 0 0 0 1 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101100100100 10101100001100000000001001110100 1
1 0 0 0 0 00000000000000010000011111010000 00000000000000000000000000000000 00000000000000000000101100100100 10101100001100000000001001110100 1
1 0 0 0 0 11111111111111111111111111111111 11111111111111111111111111111111 00000000000000000000101100101000 00000001111011110111100000100100 1
1 0 1 0 1 00000000000000010000011111010000 11111111111111111111111111111111 00000000000000000000101100101100 10101100001011110000001001111000 1
